FID,Track_id,Log_Number,,distance traveled,2012 data,2015 data,Species,Azimuth,DR__Max_,DR__Min_,Basal_Diam,Basal_Dist,Top_Diamte,Total_Leng,Decay_Fact,Buried,Type,Comments_L,Max_PDOP,Max_HDOP,Corr_Type,Rcvr_Type,GPS_Date,GPS_Time,Update_Sta,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,GPS_Week,GPS_Second,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev,Northing,Easting,Point_ID
359, ,3040,,,,,POTR,300,2.5,2.200000048,0.730000019,2.5,0.600000024,21,Low,No,Loose, ,5.5,2.200000048,Postprocessed Carrier Float,GeoXH 6000,9/24/2015,11:36:47am,New,Snag_Loc,XH092411A.cor,28,28,Elwha Snags14,1863,412623,130.355,0.8,0.5,4.522774,410099.016,973428.497,588
279, ,3038,,,,,POTR,20,2.599999905,2,0.819999993,3.5,0.300000012,27.5,Low,No,Key, ,2.799999952,1.5,Postprocessed Code,GeoXH 6000,10/19/2015,02:57:25pm,New,Snag_Loc,XH101913A.cor,19,19,Elwha Snags14,1867,165461,174.079,1.1,1,0.828137,403797.602,970597.738,285
278, ,3037,,,,,PSME,156,2.599999905,2.5,0,0,0,3.200000048,Low,No,Racked,stump large,2.599999905,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,02:34:47pm,New,Snag_Loc,XH101913A.cor,21,21,Elwha Snags14,1867,164103,174.917,0.6,0.4,0.914826,403792.627,970482.534,284
276, ,3036,,,,,PSME,1,5.699999809,5.5,1.299999952,0,0,2.200000048,Low,Upright,Key,stump large,6.900000095,4.099999905,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,02:18:54pm,New,Snag_Loc,XH101913A.cor,42,42,Elwha Snags14,1867,163150,173.441,0.7,0.5,6.312526,403824.381,970083.154,282
274, ,3035,,,,,THPL,50,2.299999952,2,1.200000048,3.799999952,0.800000012,20.29999924,Low,No,Racked, ,4.099999905,2.400000095,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,02:01:33pm,New,Snag_Loc,XH101913A.cor,35,35,Elwha Snags14,1867,162109,175.129,0.6,0.4,17.345248,403956.869,970326.62,280
272, ,3034,,,,,PSME,68,2.299999952,1.299999952,1.049999952,3,0,21.29999924,Low,No,Key, ,2.5,1.5,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,01:51:28pm,New,Snag_Loc,XH101913A.cor,22,22,Elwha Snags14,1867,161504,175.132,0.6,0.5,1.981586,403822.437,970531.238,278
271, ,3033,,,,,POTR,218,3,2.900000095,1.100000024,0,0.600000024,22,Low,Yes,Key, ,4.400000095,2,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,01:43:35pm,New,Snag_Loc,XH101913A.cor,30,30,Elwha Snags14,1867,161031,171.756,0.7,0.5,0.099221,403903.221,970538.628,277
399, ,3032,,,,,PSME,0,1.299999952,1.299999952,0.699999988,1.5,0.400000006,17.5,Low,Yes,Loose, ,2.5,1.5,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,11:31:38am,New,Snag_Loc,XH091609A.cor,48,48,Elwha Snags14,1862,325914,62.392,0.6,0.5,1.631436,418964.622,976124.415,689
393, ,3031,,,,,POTR,220,2.400000095,1,0.720000029,3,0.400000006,29,Low,Yes,Key,"recruited locally ,cluster ofsmakl trees",4.400000095,2.400000095,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,09:45:18am,New,Snag_Loc,XH091609A.cor,20,20,Elwha Snags14,1862,319534,57.529,0.7,0.5,0.974499,420199.775,975851.765,678
392, ,3030,,,,,POTR,220,4,2.599999905,0.779999971,3.5,0.300000012,32,Low,No,Loose,double trunk recruited locally,6.5,3.5,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,09:34:43am,New,Snag_Loc,XH091609A.cor,73,73,Elwha Snags14,1862,318899,52.666,0.7,0.4,3.888177,420407.989,975981.683,677
459, ,3029,,,,,POTR,10,2.5,2,0.660000026,3,0.5,29,Low,No,Key,recruited from island,4.699999809,2.5,Postprocessed Code,GeoXH 6000,9/14/2015,02:03:19pm,New,Snag_Loc,XH091409B.cor,35,35,Elwha Snags14,1862,162215,37.718,0.8,0.7,2.030749,424457.037,975406.442,798
457, ,3028,,,,,POTR,225,2.700000048,2.200000048,0.689999998,0,0.5,17.60000038,Low,No,Key,recruited from island,3.5,1.700000048,Postprocessed Code,GeoXH 6000,9/14/2015,01:54:05pm,New,Snag_Loc,XH091409B.cor,23,23,Elwha Snags14,1862,161661,41.209,2.9,2,0,424167.84,975203.179,795
446, ,3027,,,,,POTR,30,0,0,1.139999986,0,0.699999988,41.5,Low,No,Loose, ,6.300000191,3.599999905,Postprocessed Carrier Float,GeoXH 6000,9/14/2015,11:26:56am,New,Snag_Loc,XH091409B.cor,20,20,Elwha Snags14,1862,152832,12.334,0.8,0.5,13.370455,428563.454,973879.084,778
422, ,3026,,,,,THPL,280,3,2,0.730000019,3,0.400000006,16.10000038,Medium,No,Racked, ,6.099999905,5.5,Postprocessed Code,GeoXH 6000,9/8/2015,02:14:21pm,New,Snag_Loc,XH090810A.cor,35,35,Elwha Snags14,1861,249277,31.811,5.4,3.6,3.945894,427386.196,974813.302,740
417, ,3025,,,,,POTR,1,2,1.5,0.560000002,2.5,0.300000012,20.39999962,Low,No,Key,sc 5 from island,9.100000381,3.099999905,Postprocessed Code,GeoXH 6000,9/8/2015,11:47:08am,New,Snag_Loc,XH090810A.cor,25,25,Elwha Snags14,1861,240444,45.024,3.8,2.5,5.225617,423389.957,975838.08,721
416, ,3024,,,,,POTR,20,2.5,2,0.810000002,2.5,0.400000006,14.19999981,Low,No,Key,sc 5 from island,11,2.700000048,Postprocessed Code,GeoXH 6000,9/8/2015,11:38:56am,New,Snag_Loc,XH090810A.cor,31,31,Elwha Snags14,1861,239952,59.947,3.1,2.4,9.454581,423017.412,975673.901,720
412, ,3023,,,,,PSME,180,5.5,2.5,0.810000002,3,0.5,21.5,Low,No,Key, ,6.699999809,3.5,Postprocessed Carrier Float,GeoXH 6000,9/8/2015,10:46:48am,New,Snag_Loc,XH090810A.cor,28,28,Elwha Snags14,1861,236824,42.035,1.3,0.6,26.241699,423764.528,974938.644,712
411, ,3022,,,,,PSME,90,2,1,0.660000026,2.5,0.5,14.19999981,Low,Yes,Key,key from elj,3.099999905,1.799999952,Postprocessed Code,GeoXH 6000,9/8/2015,10:41:59am,New,Snag_Loc,XH090810A.cor,26,26,Elwha Snags14,1861,236535,42.664,5.2,1.4,0,423774.882,974998.825,711
347, ,3019,,,,, ,52,0,0,0,0,0,0, , , ,"chainsawed, 3.3 L, 14.5 L root end",6,2.799999952,Postprocessed Carrier Float,GeoXH 6000,9/29/2015,12:53:09pm,New,Snag_Loc,XH092911A.cor,17,17,Elwha Snags14,1864,244405,28.83,2.3,1.8,14.573969,425139.178,974862.659,457
345, ,3017,,,,, ,126,0,0,0,0,0,0, , , , ,2.200000048,1.100000024,Postprocessed Carrier Float,GeoXH 6000,9/29/2015,11:45:46am,New,Snag_Loc,XH092911A.cor,7,7,Elwha Snags14,1864,240362,32.824,1,0.5,0.428033,425142.818,974684.22,455
104, ,2990,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,3.700000048,2,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,11:51:53am,New,Snag_Loc,XH102109A.cor,10,10,Elwha Snags14,1867,327129,189.543,1.3,0.7,0.679684,401680.648,969502.002,107
194, ,2989,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.5,1.600000024,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:50:18pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,161434,178.888,0.6,0.5,0.713224,402857.536,969733.692,198
10, ,2988,,,,, ,0,0,0,0,0,0,0, , , , ,1.600000024,0.699999988,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:28:11am,New,Snag_Loc,XH102010A.cor,6,6,Elwha Snags14,1867,239307,174.851,0.7,0.4,0.046986,403524.248,970409.476,11
6, ,2987,,,,, ,0,0,0,0,0,0,0, , , , ,2.299999952,1,Postprocessed Code,GeoXH 6000,10/20/2015,11:19:40am,New,Snag_Loc,XH102010A.cor,7,7,Elwha Snags14,1867,238796,175.489,0.8,0.5,0.135809,403597.522,970446.045,7
270, ,2986,,,,,PSME,6,8,3.799999952,1.799999952,0,0,2.700000048,Low,Yes,Key,stump large buried,5.5,2.299999952,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,01:35:23pm,New,Snag_Loc,XH101913A.cor,44,44,Elwha Snags14,1867,160539,173.15,0.7,0.5,2.795981,403825.923,970652.566,276
3, ,2985,,,,, ,1,3,1.899999976,0,0,1.5,1.799999952,Low,Yes, , ,2.099999905,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,10:54:08am,New,Snag_Loc,XH102010A.cor,37,37,Elwha Snags14,1867,237264,173.457,0.7,0.4,0.502973,403697.048,970457.078,4
100, ,2980,,,,,POTR,192,2.099999905,1.899999976,0.720000029,2,0.300000012,27.89999962,Low,No,Key, ,5,2,Postprocessed Code,GeoXH 6000,10/21/2015,11:10:03am,New,Snag_Loc,XH102109A.cor,71,71,Elwha Snags14,1867,324619,192.423,0.7,0.5,4.803556,401548.996,969566.876,103
102, ,2978,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.700000048,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,11:38:56am,New,Snag_Loc,XH102109A.cor,10,10,Elwha Snags14,1867,326352,188.392,1.1,0.6,0.690336,401690.998,969739.714,105
117, ,2978,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,4.099999905,2,Postprocessed Code,GeoXH 6000,10/21/2015,01:28:37pm,New,Snag_Loc,XH102109A.cor,15,15,Elwha Snags14,1867,332933,188,1.2,1.2,2.389254,401682.546,969745.687,120
206, ,2977,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.099999905,1,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:18:00am,New,Snag_Loc,XH102710A.cor,12,12,Elwha Snags14,1868,235096,182.148,0.7,0.4,0.62801,402237.878,969606.803,210
109, ,2976,,,,, ,1,0,0,0,0,0,0,Low,Upright,Key,stump large hasn't moved,1.899999976,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,12:47:32pm,New,Snag_Loc,XH102109A.cor,10,10,Elwha Snags14,1867,330468,184.876,0.7,0.5,0.13398,401869.173,969667.51,112
196, ,2974,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.299999952,1.299999952,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:56:37pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,161813,188.035,0.8,0.4,1.40369,402893.583,969742.406,200
277, ,2973,,,,,PSME,1,10,9.100000381,1.799999952,0,0,2.5,Low,Upright,Key,stump large drmax 11.4,3.700000048,1.299999952,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,02:27:24pm,New,Snag_Loc,XH101913A.cor,34,34,Elwha Snags14,1867,163660,177.808,0.6,0.4,0.910166,403793.208,970412.036,283
384, ,2973,,,,, ,1,0,0,0,0,0,0,Low,No,Loose,upright moved stump,1.799999952,1,Postprocessed Carrier Float,GeoXH 6000,9/17/2015,11:26:29am,New,Snag_Loc,XH091710B.cor,23,23,Elwha Snags14,1862,412005,173.277,1.3,0.4,0.043289,403786.937,970425.802,628
31, ,2972,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,1.600000024,0.800000012,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,12:20:58pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,242474,176.52,0.8,0.4,0.167666,403350.844,969994.8,32
379, ,2971,,,,, ,30,0,0,0,0,0,0,Low,Yes,Racked, ,5.599999905,3.400000095,Postprocessed Code,GeoXH 6000,9/17/2015,11:03:09am,New,Snag_Loc,XH091710B.cor,19,19,Elwha Snags14,1862,410605,172.496,1,0.5,31.150005,403935.708,970680.954,623
7, ,2970,,,,, ,0,0,0,0,0,0,0, , , , ,1.899999976,0.899999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:20:32am,New,Snag_Loc,XH102010A.cor,6,6,Elwha Snags14,1867,238848,174.604,0.8,0.5,0.094856,403585.088,970435.557,8
29, ,2969,,,,, ,1,0,0,0,0,0,0,Low,Upright, , ,2.900000095,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,12:18:48pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,242344,176.836,0.8,0.7,0.280874,403385.703,970035.82,30
30, ,2968,,,,, ,1,0,0,0,0,0,0, ,Yes, , ,2.799999952,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,12:19:46pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,242402,176.903,0.8,0.6,0.434595,403387.469,970044.73,31
11, ,2966,,,,, ,0,0,0,0,0,0,0, , , , ,5.699999809,2.799999952,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:29:13am,New,Snag_Loc,XH102010A.cor,6,6,Elwha Snags14,1867,239369,175.504,0.9,0.5,0.09422,403523.96,970383.196,12
363, ,2963,,,,,PSME,40,2.200000048,1.700000048,0,0,0,3,Medium,No,Loose,s,3.5,1.299999952,Postprocessed Carrier Float,GeoXH 6000,9/24/2015,12:19:14pm,New,Snag_Loc,XH092411A.cor,17,17,Elwha Snags14,1863,415170,137.982,1.1,0.6,0.472896,409383.195,973025.702,594
364, ,2962,,,,, ,310,0,0,0,0,0,3.599999905,Low,Yes,Loose,1.8 by .4 top diameter split trunk,4,1.799999952,Postprocessed Carrier Float,GeoXH 6000,9/24/2015,01:41:14pm,New,Snag_Loc,XH092411A.cor,36,36,Elwha Snags14,1863,420090,134.741,1.4,0.8,5.408041,408615.401,972572.527,595
396, ,2962,,,,,THPL,130,1.5,0.600000024,0.699999988,2,0.600000024,0.300000012,Low,No,Racked,knocked over stump partial,3.799999952,1.700000048,Postprocessed Code,GeoXH 6000,9/16/2015,10:30:20am,New,Snag_Loc,XH091609A.cor,30,30,Elwha Snags14,1862,322236,59.88,0.7,0.4,1.190993,419697,975875.493,683
263, ,2961,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,3.599999905,2.099999905,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,02:08:21pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,248917,158.506,0.7,0.5,4.173461,406158.253,970946.848,267
268, ,2960,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,6.5,5.699999809,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,02:22:15pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,249751,159.33,1.1,0.9,0.137793,405555.893,970943.913,272
265, ,2959,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,02:14:40pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,249296,159.604,0.7,0.6,3.554271,405855.529,971018.535,269
458, ,2952,,,,,UNKNOWN,52,2.099999905,2.099999905,0.829999983,2.5,0.699999988,24.89999962,Low,No,Key, ,5.699999809,3.5,Postprocessed Code,GeoXH 6000,9/14/2015,01:59:50pm,New,Snag_Loc,XH091409B.cor,25,25,Elwha Snags14,1862,162006,37.886,1.1,1,5.909076,424339.019,975362.182,797
357, ,2950,,,,, ,200,0,0,0,0,0,32,Low,Yes,Loose,probably not moved,3,2,Postprocessed Carrier Float,GeoXH 6000,9/28/2015,12:18:01pm,New,Snag_Loc,XH092810A.cor,20,20,Elwha Snags14,1864,155897,99.604,2.1,1.3,6.928708,415553.668,976472.617,541
400, ,2948,,,,,PSME,135,2.799999952,1,0.860000014,3,0.600000024,26.29999924,Low,No,Racked, ,4.400000095,2.900000095,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,11:49:44am,New,Snag_Loc,XH091609A.cor,33,33,Elwha Snags14,1862,327000,63.51,0.7,0.5,6.525556,418735.341,976349.301,690
344, ,2943,,,,,THPL,130,0,0,0,0,0,0,Low,Yes,Key,also tagged as 3015,6.199999809,2.5,Postprocessed Code,GeoXH 6000,9/29/2015,11:26:43am,New,Snag_Loc,XH092911A.cor,41,41,Elwha Snags14,1864,239219,29.126,0.9,0.5,1.471144,425318.779,974521.036,451
455, ,2941,,,,,THPL,210,2.5,2.5,0.600000024,2.5,0.5,17.10000038,Low,Yes,Key, ,6.400000095,2.700000048,Postprocessed Code,GeoXH 6000,9/14/2015,01:44:47pm,New,Snag_Loc,XH091409B.cor,22,22,Elwha Snags14,1862,161103,42.568,2.4,1.7,0,424106.26,975111.331,791
356, ,2933,,,,,POTR,130,0,0,0,0,0,21,Medium,Yes,Loose, ,3.400000095,2.200000048,Postprocessed Carrier Float,GeoXH 6000,9/22/2015,01:56:58pm,New,Snag_Loc,XH092209A.cor,29,29,Elwha Snags14,1863,248234,22.036,0.8,0.5,8.31688,427389.173,974285.839,538
449, ,2929,,,,,UNKNOWN,160,3.5,2.200000048,0.600000024,3,0.5,16.10000038,Low,Yes,Loose, ,7.800000191,4.099999905,Postprocessed Code,GeoXH 6000,9/14/2015,11:40:37am,New,Snag_Loc,XH091409B.cor,32,32,Elwha Snags14,1862,153653,19.819,4.9,3,13.119669,427947.842,973948.496,781
445, ,2926,,,,,POTR,1,0,0,0.379999995,0,0.300000012,22.5,Low,Yes,Loose, ,6.400000095,3.099999905,Postprocessed Carrier Float,GeoXH 6000,9/14/2015,11:17:07am,New,Snag_Loc,XH091409B.cor,11,11,Elwha Snags14,1862,152243,16.347,3.9,1.9,3.403079,428513.278,974376.13,777
67, ,2302,,,,, ,38,3.900000095,1.399999976,0,0,1.299999952,2.200000048,Low,No, , ,2.299999952,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:17:27pm,New,Snag_Loc,XH102010A.cor,25,25,Elwha Snags14,1867,249463,177.971,0.6,0.4,0.19252,402949.701,969937.089,68
462, ,2302,,,,, ,40,2,1,0,0,0,3,Low,Yes,Key, ,2.700000048,1.399999976,Postprocessed Carrier Float,Geo 7X (H-Star),10/20/2015,02:49:52pm,New,Snag_Loc,7X102014D.cor,31,31, ,1867,251408,180.109,0.6,0.6,0.163506,402950.094,969942.241,7
253, ,2301,,,,,THPL,40,0,0,0,0,0,0, ,Undercut, ,stump large moved,5.099999905,2.799999952,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:21:34pm,New,Snag_Loc,XH102710A.cor,15,15,Elwha Snags14,1868,246110,164.984,0.7,0.5,0.672189,405020.878,971136.977,257
464, ,2300,,,,, ,80,0,0,0,0,0,2.5,Low,No,Racked,roots extend .5-1 m out from top diameter,6.900000095,3.900000095,Real-time SBAS Corrected,Geo 7X (H-Star),10/20/2015,02:56:35pm,New,Snag_Loc,7X102014D.cor,30,30, ,1867,251811,171.585,2.6,2,1.457269,402947.709,969906.633,9
377, ,2297,,,,, ,130,0,0,0,0,0,0,Low,Yes,Racked,split vertically,3.900000095,1.5,Postprocessed Code,GeoXH 6000,9/17/2015,10:46:53am,New,Snag_Loc,XH091710B.cor,9,9,Elwha Snags14,1862,409629,171.808,1.1,0.5,0.261716,403993.106,970951.477,621
35, ,2293,,,,,POTR,190,2.299999952,1.5,1.090000033,0,0.600000024,9.5,Low,No,Loose, ,3.5,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,12:55:17pm,New,Snag_Loc,XH102010A.cor,26,26,Elwha Snags14,1867,244533,178.704,0.8,0.3,3.297112,403142.406,969962.569,36
358, ,2292,,,,, ,30,0,0,0,0,0,16,Low,No,Loose,also tagged as 3039,5.599999905,3.900000095,Postprocessed Carrier Float,GeoXH 6000,9/24/2015,11:19:34am,New,Snag_Loc,XH092411A.cor,46,46,Elwha Snags14,1863,411590,127.286,0.9,0.6,2.812551,409878.627,973388.049,585
180, ,2288,,,,,PSME,206,0.800000012,0.600000024,0.479999989,2,0.300000012,7.400000095,Low,No,Racked, ,3.200000048,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,12:53:15pm,New,Snag_Loc,XH102610A.cor,21,21,Elwha Snags14,1868,158011,184.713,0.8,0.5,0.978118,402392.427,969525.376,183
69, ,2287,,,,, ,190,1.799999952,1.100000024,0.449999988,0,0.300000012,11.60000038,Low, ,Racked, ,4.099999905,2.400000095,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:21:54pm,New,Snag_Loc,XH102010A.cor,22,22,Elwha Snags14,1867,249730,176.966,0.6,0.4,0.382928,402891.999,969951.959,70
105, ,2285,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.700000048,1.899999976,Postprocessed Code,GeoXH 6000,10/21/2015,11:54:19am,New,Snag_Loc,XH102109A.cor,10,10,Elwha Snags14,1867,327275,186.664,2.4,1.3,1.319495,401844.835,969490.981,108
273, ,2282,,,,,PSME,1,8,7.5,1.75,0,0,1.700000048,Low,Yes,Key,stump large upright tilted,2.799999952,1.600000024,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,01:57:48pm,New,Snag_Loc,XH101913A.cor,32,32,Elwha Snags14,1867,161884,176.243,0.6,0.4,2.285526,403940.552,970314.556,279
275, ,2281,,,,,PSME,1,9.800000191,4.400000095,1.350000024,0,0,2,Low,Upright,Key,stump large,6.300000191,3.400000095,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,02:13:26pm,New,Snag_Loc,XH101913A.cor,30,30,Elwha Snags14,1867,162822,178.11,0.6,0.5,4.138836,403705.98,970086.831,281
256, ,2280,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved but in river,2.700000048,1.5,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:34:54pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,246910,160.148,0.8,0.6,0.11862,405656.542,971369.85,260
395, ,2278,,,,,PSME,170,2.5,2.099999905,0.899999976,3,0.800000012,3.900000095,Low,No,Key,knocked over aldwell stump,2.400000095,1.299999952,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,10:22:28am,New,Snag_Loc,XH091609A.cor,6,6,Elwha Snags14,1862,321764,58.63,0.7,0.4,2.49975,419750.606,975783.767,680
201, ,2277,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved but in river,2.599999905,1.299999952,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:00:30am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,234046,184.559,0.8,0.4,0.108222,402129.476,969435.815,205
202, ,2276,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved but in river,2.400000095,1.5,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:01:38am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,234114,181.425,1,0.6,0.277544,402128.429,969444.002,206
240, ,2274,,,,,PSME,294,0,0,0,0,0,0,Low,No,Racked,barely visible in logjam,3.299999952,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,12:55:10pm,New,Snag_Loc,XH102710A.cor,18,18,Elwha Snags14,1868,244526,169.036,0.7,0.4,0.484808,404967.421,971102.669,244
185, ,2270,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,3,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:09:28pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,158984,184.6,0.8,0.5,2.009918,402327.101,969413.399,189
178, ,2269,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.099999905,1,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,12:49:44pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,157800,186.205,0.8,0.4,1.327561,402439.345,969421.281,181
175, ,2267,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,3.099999905,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,12:40:24pm,New,Snag_Loc,XH102610A.cor,17,17,Elwha Snags14,1868,157240,184.298,1.1,0.6,3.466973,402525.795,969455.489,178
174, ,2266,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.5,1.299999952,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,12:39:15pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,157171,183.115,0.9,0.5,0.609967,402544.121,969484.236,177
170, ,2265,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,5,3.799999952,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,12:21:04pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,156080,182.14,0.6,0.7,0.298161,402649.403,969618.52,173
171, ,2264,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,1.899999976,1,Postprocessed Code,GeoXH 6000,10/26/2015,12:22:12pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,156148,183.12,0.7,0.5,0.416067,402645.833,969633.129,174
189, ,2263,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,1.799999952,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:33:09pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,160405,188.47,0.6,0.4,0.321201,402688.239,969662.002,193
188, ,2262,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.400000095,1.399999976,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:32:15pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,160351,187.723,0.7,0.5,1.216966,402698.296,969667.136,192
169, ,2261,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,5.699999809,3,Postprocessed Code,GeoXH 6000,10/26/2015,12:07:12pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,155248,183.526,1,0.7,1.234488,402678.021,969691.653,172
463, ,2254,,,,, ,1,0,0,0,0,0,0,Low,Upright,Key, ,5.400000095,2.799999952,Postprocessed Carrier Float,Geo 7X (H-Star),10/20/2015,02:55:56pm,New,Snag_Loc,7X102014D.cor,4,4, ,1867,251772,173.796,4.5,3.1,0.802725,402953.102,969901.69,8
66, ,2253,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,5.199999809,3.700000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:16:12pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,249388,176.008,0.7,0.5,0.290299,402961.696,969911.391,67
1, ,2252,,,,, ,1,0,0,0,0,0,0, , , , ,2.5,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,10:49:13am,New,Snag_Loc,XH102010A.cor,13,13,Elwha Snags14,1867,236969,174.562,0.9,0.5,0.142153,403669.007,970491.021,2
57, ,2251,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,3.900000095,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:41:19pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,247295,175.019,0.8,0.5,1.781276,403086.511,970158.9,58
9, ,2250,,,,, ,0,0,0,0,0,0,0, , , , ,3.5,1.600000024,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:27:19am,New,Snag_Loc,XH102010A.cor,5,5,Elwha Snags14,1867,239255,174.416,0.9,0.5,0.182255,403533.538,970412.133,10
